59	34	98	20	65
13	51	2	52	12
26	4	78	67	99
24	50	70	78	53
60	72	16	80	7
88	41	85	12	25
17	41	97	56	61
2	77	72	30	97
43	92	50	92	25
68	95	97	85	1
56	100	96	38	56
93	47	74	20	2
59	32	68	63	21
92	1	45	74	36
23	14	25	95	8
83	28	14	69	49
55	10	86	12	11
91	33	29	84	37
35	99	4	44	73
10	45	9	17	48
11	80	17	40	26
77	21	53	62	25
100	49	15	20	67
7	44	37	53	29
88	12	49	18	50
75	40	76	4	1
38	80	4	79	25
77	78	69	75	9
34	23	54	82	65
41	41	39	73	16
13	5	79	42	91
70	18	12	82	52
18	71	10	82	8
87	46	57	14	38
68	61	38	87	46
41	6	29	86	74
75	30	84	76	22
70	37	44	66	25
91	84	22	82	41
19	83	82	44	33
49	58	78	45	16
5	77	43	30	53
55	18	28	23	31
81	76	93	89	63
75	65	34	52	25
47	26	40	43	47
21	89	44	18	13
96	34	29	47	57
2	34	15	94	72
93	10	86	14	67
62	74	89	63	3
87	20	78	65	86
97	59	35	24	80
44	17	30	75	75
4	86	22	25	84
48	71	2	40	47
75	64	26	88	2
98	79	23	20	62
1	7	92	1	43
48	46	22	40	58
32	9	24	60	11
67	27	69	61	2
28	84	75	70	10
5	13	18	3	88
73	87	76	52	50
20	74	88	16	43
49	23	78	76	75
42	48	49	14	34
54	83	56	28	3
63	73	46	13	94
13	36	78	67	35
71	12	99	11	91
93	92	4	2	44
71	86	41	74	37
32	51	59	50	6
97	19	95	63	15
56	30	88	46	10
90	52	40	17	65
71	98	91	18	35
81	89	96	81	54
75	75	99	24	58
93	43	64	92	39
81	24	27	89	78
10	65	57	22	34
52	82	58	29	80
68	12	11	79	83
1	41	95	8	41
63	26	71	64	5
94	1	36	44	51
46	61	65	16	41
6	29	63	1	12
91	87	17	21	23
21	58	10	30	50
30	62	80	66	81
1	29	78	84	12
54	69	75	64	84
58	14	35	84	74
24	4	15	4	84
23	80	93	98	2
98	87	45	68	26
35	39	57	94	68
53	4	27	41	22
26	13	13	10	70
77	40	62	77	85
83	100	49	94	2
73	11	37	19	62
47	10	44	63	93
54	78	16	79	77
16	100	65	46	19
79	26	9	22	18
30	38	87	74	74
93	34	97	29	65
23	40	100	35	42
37	57	63	14	74
41	11	20	65	5
32	49	89	48	15
44	24	8	41	44
89	40	98	20	7
68	4	22	64	36
55	53	31	5	33
65	78	55	84	86
5	81	91	62	41
81	38	82	51	81
47	51	40	19	75
64	21	33	40	54
34	25	54	46	13
16	94	39	81	38
32	19	42	14	76
40	26	99	31	18
91	3	25	8	74
86	84	66	3	1
23	55	33	57	92
34	100	75	2	8
75	8	51	56	47
13	37	59	3	17
17	83	35	67	26
31	22	97	4	56
68	16	36	65	35
25	32	55	75	58
38	98	77	32	97
96	83	73	53	60
50	81	51	63	83
11	47	84	44	27
4	57	49	82	38
51	53	94	96	58
25	46	71	82	37
89	39	8	21	14
12	7	46	87	47
43	41	18	87	5
37	31	98	57	41
24	76	1	27	80
67	76	92	2	97
37	34	57	7	83
19	13	23	49	40
31	38	28	70	3
63	15	92	6	42
21	18	72	76	72
46	94	58	98	14
25	34	23	92	73
3	84	72	53	77
64	88	75	93	68
68	74	82	94	31
78	90	97	65	97
38	89	47	89	94
16	16	48	91	58
38	99	91	49	3
76	39	59	46	26
16	90	44	21	15
31	87	87	93	98
38	70	79	62	15
95	36	24	93	15
31	31	37	72	57
33	57	33	86	62
45	32	70	4	91
93	94	54	42	85
11	75	56	92	18
12	90	34	45	35
1	70	72	93	58
47	57	31	88	78
64	29	52	52	12
43	14	79	79	67
40	58	2	98	97
58	48	86	63	68
49	90	94	100	51
89	76	95	52	34
9	84	3	12	15
92	73	81	100	48
58	35	65	45	60
37	92	27	33	6
26	98	81	77	76
55	84	41	15	12
32	60	9	22	95
24	58	59	68	92
42	10	58	10	81
88	97	36	13	56
1	21	40	64	40
1	28	93	9	97
61	3	40	21	81
30	52	96	57	33
74	40	52	15	55
49	64	81	51	76
48	93	24	49	36
89	84	21	96	8
15	42	48	79	22
96	6	21	87	7
60	77	88	66	47
74	65	7	27	36
1	85	52	26	80
75	43	33	72	59
11	62	48	31	98
70	43	96	53	65
82	94	85	53	42
50	86	19	79	84
48	65	2	98	96
67	24	86	68	33
78	40	93	80	21
87	67	54	41	38
16	15	16	84	28
61	82	96	25	74
31	18	95	45	5
37	40	65	51	59
49	13	51	91	89
76	24	34	56	60
54	3	25	92	37
2	2	28	9	36
26	47	95	58	7
51	93	38	45	15
35	61	5	65	92
34	90	70	17	92
75	17	65	91	19
99	38	10	45	3
51	33	29	52	100
71	83	76	36	61
17	91	91	94	48
40	78	25	60	32
57	58	89	86	88
81	72	54	65	1
87	33	16	2	8
38	29	55	63	57
30	46	54	96	41
20	22	62	82	80
37	39	86	51	47
28	46	8	80	1
45	22	68	73	42
93	10	12	44	80
70	85	19	97	7
26	8	76	41	76
66	29	49	24	30
72	73	26	73	33
64	70	39	56	66
32	7	19	63	33
97	32	88	16	58
80	89	24	35	56
15	22	28	22	92
97	2	24	98	100
5	88	35	82	32
24	3	93	78	87
13	58	43	86	21
97	94	42	43	2
35	38	86	80	4
33	52	55	8	89
6	34	97	37	10
67	56	55	94	73
78	4	79	48	91
24	60	34	53	99
29	73	65	89	62
30	98	5	69	53
22	62	9	4	5
51	49	43	7	37
16	86	48	55	17
50	61	5	5	29
64	27	92	72	14
31	10	84	48	24
10	62	80	42	97
27	99	4	11	83
59	36	10	13	46
93	32	1	30	95
55	92	50	84	52
78	95	98	67	68
99	1	69	55	4
13	53	69	72	69
80	15	15	8	65
69	97	17	3	1
84	30	13	73	41
40	4	28	37	87
88	14	97	58	65
97	75	85	28	58
77	41	25	95	17
100	73	86	3	59
49	6	85	46	5
41	16	42	20	62
21	75	43	83	6
97	10	95	33	31
64	92	8	70	91
55	33	89	3	7
32	54	7	69	82
45	16	29	46	41
21	47	18	80	11
16	28	85	95	2
53	75	95	12	8
65	46	13	9	78
11	7	89	13	11
76	53	7	8	94
51	27	99	42	55
6	29	55	70	42
32	46	4	58	12
96	44	48	49	60
55	57	64	100	96
33	59	57	5	21
76	46	64	53	48
78	75	34	21	41
30	32	83	50	55
100	41	17	59	83
31	64	14	87	61
48	83	54	59	58
50	16	69	32	33
71	98	49	16	10
65	13	63	1	62
11	25	51	15	40
32	96	75	5	10
10	99	83	26	76
73	30	45	38	14
38	81	28	17	93
89	75	94	45	93
28	45	41	42	17
33	56	86	2	96
8	61	49	66	39
37	91	34	15	29
53	30	74	84	63
91	80	17	75	13
26	81	65	60	20
44	28	34	18	76
10	30	43	9	41
49	91	93	85	38
92	93	86	18	13
55	38	9	64	92
35	55	75	16	20
61	13	37	81	82
44	61	90	17	46
16	7	39	2	58
13	12	61	92	44
23	6	66	46	46
4	43	12	18	95
56	44	64	90	18
60	19	40	56	78
11	27	64	77	79
46	83	68	51	50
14	34	78	93	47
67	81	25	26	96
2	96	5	61	73
81	13	89	12	1
6	23	7	44	63
50	15	81	89	84
55	54	65	10	28
42	6	77	41	66
73	23	7	67	48
98	12	49	30	19
5	12	34	33	84
78	99	64	20	85
6	50	73	86	2
98	44	95	97	57
84	58	39	46	5
52	27	56	14	29
58	12	56	75	89
98	56	49	63	81
91	54	45	38	35
19	21	6	39	12
52	28	81	26	36
37	38	67	38	89
94	31	9	90	18
50	51	48	40	51
82	37	16	85	86
21	68	54	59	78
14	92	10	31	42
58	19	92	4	53
77	8	30	4	37
20	24	37	95	7
27	43	23	13	47
80	33	75	74	88
48	33	27	17	91
80	17	17	25	2
8	28	35	73	53
84	65	31	34	87
13	85	55	96	2
77	61	5	37	32
79	1	33	18	87
10	37	79	79	32
80	20	40	24	54
71	100	80	4	84
25	15	29	21	47
52	88	36	98	23
77	35	50	96	61
65	56	51	42	64
53	39	73	93	56
46	60	55	87	15
73	14	90	72	70
74	29	28	66	54
52	96	82	53	37
60	8	91	47	11
23	41	29	14	47
56	29	78	29	44
92	59	49	25	70
46	43	30	24	61
83	2	52	47	23
58	29	54	99	56
5	96	97	48	78
56	34	10	75	97
79	40	95	81	56
53	31	69	55	64
46	77	77	83	5
44	37	30	27	56
61	99	57	69	49
71	21	60	72	96
70	1	11	78	32
61	52	6	55	45
43	98	79	73	5
40	67	38	49	54
66	74	77	23	55
19	71	6	85	73
10	53	16	75	47
79	66	2	41	75
86	80	39	31	76
57	98	24	39	43
59	20	21	73	69
8	68	39	87	27
93	7	52	37	27
24	45	6	41	89
63	8	95	8	18
94	91	57	99	20
8	46	24	1	82
53	67	64	62	17
66	82	66	55	86
100	58	99	35	60
4	37	95	72	24
76	36	4	63	88
22	31	66	47	40
17	8	10	33	35
31	1	6	40	52
75	18	46	70	57
80	13	73	29	1
57	100	13	57	66
99	5	22	70	77
54	10	95	84	71
27	54	96	38	56
46	97	17	51	41
6	41	41	64	86
40	100	96	9	76
31	93	43	43	59
20	11	39	9	7
1	63	52	38	59
1	52	48	50	12
83	56	38	83	68
12	3	11	79	8
14	31	1	58	60
95	16	29	83	8
43	66	93	52	30
76	54	82	22	51
48	77	86	28	72
73	87	84	77	44
90	56	98	20	95
74	62	18	51	88
80	54	60	51	82
8	70	70	3	33
25	8	22	40	75
20	91	23	60	69
37	68	73	40	41
49	20	37	52	56
39	80	46	25	27
22	91	65	96	49
12	23	36	14	11
62	73	50	59	54
18	16	17	47	14
70	38	92	89	25
18	76	67	79	87
80	79	61	31	40
34	50	2	19	51
64	73	21	82	93
9	65	4	59	41
48	18	84	77	28
8	95	39	89	91
97	94	8	66	94
91	92	15	35	85
84	25	66	90	42
48	52	24	58	25
85	80	77	66	28
98	17	36	15	81
9	67	96	20	94
80	75	10	28	61
22	95	2	11	85
62	47	38	2	16
10	15	83	99	25
60	14	74	51	52
16	59	80	9	58
51	55	91	85	35
76	38	81	30	42
10	14	38	59	42
88	70	83	29	47
95	39	57	36	71
22	19	86	4	64
51	40	54	20	78
48	10	85	95	88
9	75	86	34	96
92	91	8	2	88
53	20	57	22	24
18	44	11	73	41
78	32	47	52	30
77	17	75	57	6
22	14	57	85	98
7	67	39	19	74
66	59	26	33	14
10	100	86	96	85
2	39	33	16	85
76	96	64	12	92
15	99	54	1	54
49	29	82	7	10
76	63	97	25	15
73	94	43	73	81
96	31	98	38	67
19	44	3	62	98
29	9	49	100	81
83	69	20	48	84
40	35	75	13	85
91	86	43	26	36
74	30	77	28	48
77	10	18	52	70
20	62	57	84	43
67	43	38	25	48
94	59	97	2	69
71	20	38	44	87
5	1	27	26	94
80	54	43	90	77
97	40	65	23	64
90	30	65	77	5
23	40	91	75	11
8	24	82	80	76
70	86	56	69	78
1	21	28	45	40
30	49	21	7	36
46	53	49	36	42
91	84	27	38	50
49	39	72	15	30
34	65	83	85	24
38	49	24	93	34
40	59	92	19	28
64	1	21	6	85
15	69	14	38	62
84	30	10	46	42
35	84	85	10	40
69	52	36	72	84
26	56	95	81	23
26	62	82	20	88
75	31	56	9	98
91	53	30	63	14
98	69	50	81	59
14	91	11	78	59
1	12	13	80	65
43	99	30	44	17
98	9	88	51	85
41	25	88	26	32
59	8	24	12	16
90	4	76	26	28
91	95	80	59	33
3	7	71	59	47
99	100	66	47	32
11	40	47	96	100
56	74	29	6	67
60	13	81	76	57
94	9	56	35	17
56	61	94	99	54
71	70	81	65	13
17	89	11	73	78
43	43	77	42	29
67	80	69	45	6
81	63	87	49	91
28	68	85	78	41
54	87	42	69	16
20	88	33	33	37
29	85	40	14	17
23	58	70	72	93
35	16	85	89	4
2	57	93	95	75
56	39	69	93	58
89	7	1	85	5
41	4	8	90	26
26	75	17	17	89
41	46	57	44	89
100	7	64	1	25
24	22	3	54	76
95	66	65	77	6
56	66	41	34	3
30	1	33	3	55
80	69	29	97	72
11	36	15	69	95
48	44	35	67	42
68	39	44	95	73
78	21	30	36	59
49	40	78	60	73
73	78	27	75	5
49	84	55	99	14
19	73	51	1	51
40	38	32	35	92
81	10	65	88	5
40	78	16	1	36
2	54	75	7	29
2	1	74	89	65
43	70	84	31	11
22	83	85	5	4
91	59	45	75	48
68	66	87	93	52
92	89	70	19	3
34	2	30	93	94
86	24	1	11	80
36	41	96	65	5
71	67	34	81	84
46	86	81	77	43
58	42	94	31	64
36	61	21	42	60
32	2	86	39	32
63	9	3	24	13
34	78	28	31	90
4	4	55	9	78
29	29	67	88	61
43	61	23	8	6
17	16	77	57	83
43	96	33	27	87
70	34	7	98	17
68	77	20	14	76
58	43	40	44	86
87	45	63	53	47
32	53	51	90	8
25	57	82	91	68
92	7	14	21	46
47	34	2	83	8
14	80	1	95	91
77	48	95	13	21
18	23	73	94	50
86	21	93	9	51
47	38	51	4	18
19	62	40	67	99
90	61	52	64	16
67	87	11	71	2
12	5	9	74	48
8	8	32	65	68
89	6	71	15	67
95	88	66	90	1
1	86	72	22	11
88	77	87	4	10
13	98	37	33	68
41	51	60	84	39
45	55	28	21	2
24	18	31	51	3
55	12	42	33	97
42	12	40	81	43
62	46	86	5	50
60	60	46	54	53
85	15	29	84	35
85	20	10	9	20
32	82	80	45	19
23	5	22	64	14
89	38	18	38	19
8	27	17	78	13
42	65	13	39	84
90	93	45	33	28
40	25	63	67	40
20	4	48	33	84
46	53	32	38	56
50	30	72	43	62
33	56	93	39	69
83	74	15	98	22
84	91	8	14	3
34	13	91	3	99
12	46	86	59	82
17	77	90	49	1
95	100	20	42	40
35	62	94	20	29
4	30	99	28	14
72	11	5	27	29
56	50	40	61	23
15	33	48	61	34
72	59	62	64	89
89	57	73	88	16
12	88	36	63	59
85	20	76	58	38
95	63	78	28	2
50	24	94	72	40
90	87	54	16	39
68	22	21	61	56
60	99	89	84	10
74	37	72	68	39
16	58	95	14	80
16	97	95	92	80
